Com,X,Y,Lon,Lat
1050 Ixelles,151467,166622,4°23'22.3'',50°48'36.1''
1050 Ixelles,150499,167946,4°22'32.9'',50°49'19''
1050 Ixelles,150344,168595,4°22'25'',50°49'40''
1050 Ixelles,150278,168515,4°22'21.6'',50°49'37.4''
1050 Ixelles,149536,167997,4°21'43.7'',50°49'20.6''
1050 Ixelles,149419,168105,4°21'37.7'',50°49'24.1''
1050 Ixelles,149581,167483,4°21'46'',50°49'4''
1060 Saint-Gilles,148169,168569,4°20'33.8'',50°49'39.1''
1060 Saint-Gilles,148604,168458,4°20'56.1'',50°49'35.6''
1060 Saint-Gilles,148301,168870,4°20'40.6'',50°49'48.9''
1060 Saint-Gilles,147929,168986,4°20'21.6'',50°49'52.6''
1060 Saint-Gilles,149044,168768,4°21'18.6'',50°49'45.6''
1060 Saint-Gilles,148745,168009,4°21'3.3'',50°49'21''
1060 Saint-Gilles,147955,168369,4°20'22.9'',50°49'32.7''
1060 Saint-Gilles,149015,168340,4°21'17.1'',50°49'31.7''
1060 Saint-Gilles,147831,169006,4°20'16.6'',50°49'53.3''
1060 Saint-Gilles,148207,169013,4°20'35.8'',50°49'53.5''
1060 Saint-Gilles,147916,169432,4°20'20.9'',50°50'7.1''
1060 Saint-Gilles,149053,168503,4°21'19'',50°49'37''
1060 Saint-Gilles,148642,167854,4°20'58'',50°49'16''
1060 Saint-Gilles,147803,169477,4°20'15.1'',50°50'8.5''
1060 Saint-Gilles,147774,169726,4°20'13.6'',50°50'16.6''
1060 Saint-Gilles,148471,168777,4°20'49.3'',50°49'45.9''
1060 Saint-Gilles,148180,169081,4°20'34.4'',50°49'55.7''
1060 Saint-Gilles,148798,168626,4°21'6'',50°49'41''
1060 Saint-Gilles,147969,168516,4°20'23.6'',50°49'37.4''
1060 Saint-Gilles,149151,169182,4°21'24'',50°49'59''
1060 Saint-Gilles,147735,169649,4°20'11.6'',50°50'14.1''
1060 Saint-Gilles,148674,169248,4°20'59.6'',50°50'1.1''
1060 Saint-Gilles,147605,169019,4°20'5'',50°49'53.7''
1060 Saint-Gilles,149063,168694,4°21'19.5'',50°49'43.2''
1060 Saint-Gilles,148328,168065,4°20'42'',50°49'22.8''
1060 Saint-Gilles,148213,169145,4°20'36.1'',50°49'57.8''
1060 Saint-Gilles,148066,168654,4°20'28.6'',50°49'41.9''
1060 Saint-Gilles,147793,169389,4°20'14.6'',50°50'5.7''
1060 Saint-Gilles,148323,168505,4°20'41.7'',50°49'37.1''
1060 Saint-Gilles,148527,169133,4°20'52.1'',50°49'57.4''
1060 Saint-Gilles,148292,168968,4°20'40.1'',50°49'52.1''
1060 Saint-Gilles,147614,168965,4°20'5.5'',50°49'52''
1060 Saint-Gilles,148751,169236,4°21'3.6'',50°50'0.7''
1060 Saint-Gilles,149073,168768,4°21'20'',50°49'45.6''
1060 Saint-Gilles,148062,169576,4°20'28.4'',50°50'11.7''
1060 Saint-Gilles,149095,168434,4°21'21.2'',50°49'34.8''
1060 Saint-Gilles,148955,168008,4°21'14'',50°49'21''
1060 Saint-Gilles,149215,168815,4°21'27.3'',50°49'47.1''
1070 Anderlecht,145440,167817,4°18'14.4'',50°49'14.8''
1070 Anderlecht,144661,169451,4°17'34.6'',50°50'7.6''
1070 Anderlecht,144250,169794,4°17'13.5'',50°50'18.7''
1070 Anderlecht,145280,167532,4°18'6.3'',50°49'5.5''
1070 Anderlecht,145995,170281,4°18'42.7'',50°50'34.5''
1070 Anderlecht,147097,170419,4°19'39'',50°50'39''
1070 Anderlecht,146373,170265,4°19'2'',50°50'34''
1070 Anderlecht,144787,169679,4°17'41'',50°50'15''
1070 Anderlecht,147409,169523,4°19'55'',50°50'10''
1070 Anderlecht,145156,168728,4°17'59.9'',50°49'44.2''
1070 Anderlecht,144338,168874,4°17'18.1'',50°49'48.9''
1070 Anderlecht,147449,170295,4°19'57'',50°50'35''
1070 Anderlecht,143021,167115,4°16'10.9'',50°48'51.9''
1070 Anderlecht,147864,170271,4°20'18.2'',50°50'34.2''
1070 Anderlecht,145553,166881,4°18'20.2'',50°48'44.5''
1070 Anderlecht,144155,167947,4°17'8.8'',50°49'18.9''
1070 Anderlecht,146020,169925,4°18'44'',50°50'23''
1070 Anderlecht,147788,170153,4°20'14.3'',50°50'30.4''
1070 Anderlecht,145821,169417,4°18'33.8'',50°50'6.5''
1070 Anderlecht,145666,170597,4°18'25.9'',50°50'44.7''
1070 Anderlecht,145861,167669,4°18'35.9'',50°49'10''
1070 Anderlecht,146360,170530,4°19'1.3'',50°50'42.6''
1070 Anderlecht,147083,169516,4°19'38.3'',50°50'9.8''
1070 Anderlecht,144520,169732,4°17'27.3'',50°50'16.7''
1070 Anderlecht,145441,169548,4°18'14.4'',50°50'10.8''
1070 Anderlecht,147860,170233,4°20'18'',50°50'33''
1070 Anderlecht,143545,168441,4°16'37.6'',50°49'34.9''
1070 Anderlecht,144982,168319,4°17'51'',50°49'31''
1070 Anderlecht,147390,169832,4°19'54'',50°50'20''
1070 Anderlecht,146500,168342,4°19'8.6'',50°49'31.8''
1070 Anderlecht,146338,169596,4°19'0.2'',50°50'12.3''
1070 Anderlecht,147078,170043,4°19'38.1'',50°50'26.8''
1070 Anderlecht,147333,170170,4°19'51.1'',50°50'30.9''
1070 Anderlecht,145387,169537,4°18'11.6'',50°50'10.4''
1070 Anderlecht,144746,168420,4°17'38.9'',50°49'34.2''
1070 Anderlecht,145672,169383,4°18'26.2'',50°50'5.4''
1070 Anderlecht,144218,168166,4°17'12'',50°49'26''
1070 Anderlecht,144884,168251,4°17'46'',50°49'28.8''
1070 Anderlecht,147135,169430,4°19'41'',50°50'7''
1070 Anderlecht,143752,167348,4°16'48.2'',50°48'59.5''
1070 Anderlecht,146258,170101,4°18'56.1'',50°50'28.7''
1070 Anderlecht,143841,169474,4°16'52.6'',50°50'8.3''
1070 Anderlecht,144401,167293,4°17'21.4'',50°48'57.8''
1070 Anderlecht,145172,167777,4°18'0.7'',50°49'13.5''
1070 Anderlecht,145677,170031,4°18'26.4'',50°50'26.4''
1070 Anderlecht,145236,168257,4°18'4'',50°49'29''
1070 Anderlecht,144589,169192,4°17'30.9'',50°49'59.2''
1070 Anderlecht,144948,168147,4°17'49.3'',50°49'25.4''
1070 Anderlecht,145895,170841,4°18'37.6'',50°50'52.6''
1070 Anderlecht,144315,168185,4°17'16.9'',50°49'26.6''
1070 Anderlecht,146114,169653,4°18'48.8'',50°50'14.2''
1070 Anderlecht,146323,168555,4°18'59.5'',50°49'38.7''
1070 Anderlecht,144988,170152,4°17'51.2'',50°50'30.3''
1070 Anderlecht,144455,169524,4°17'24'',50°50'10''
1070 Anderlecht,145092,167648,4°17'56.7'',50°49'9.3''
1070 Anderlecht,147097,170110,4°19'39'',50°50'29''
1070 Anderlecht,144682,170006,4°17'35.6'',50°50'25.6''
1070 Anderlecht,147425,169720,4°19'55.8'',50°50'16.4''
1070 Anderlecht,143866,167764,4°16'54'',50°49'13''
1070 Anderlecht,142746,167006,4°15'56.9'',50°48'48.4''
1070 Anderlecht,145089,169347,4°17'56.4'',50°50'4.3''
1070 Anderlecht,145223,168942,4°18'3.3'',50°49'51.2''
1070 Anderlecht,147785,170371,4°20'14.2'',50°50'37.5''
1070 Anderlecht,146795,170179,4°19'23.6'',50°50'31.2''
1070 Anderlecht,145419,167041,4°18'13.4'',50°48'49.6''
1070 Anderlecht,146040,170203,4°18'45'',50°50'32''
1070 Anderlecht,144233,169824,4°17'12.7'',50°50'19.7''
1070 Anderlecht,147073,170211,4°19'37.8'',50°50'32.3''
1070 Anderlecht,147594,169699,4°20'4.4'',50°50'15.7''
1070 Anderlecht,145044,167546,4°17'54.2'',50°49'6''
1070 Anderlecht,147496,170691,4°19'59.4'',50°50'47.8''
1070 Anderlecht,146022,169290,4°18'44.1'',50°50'2.4''
1070 Anderlecht,144757,170336,4°17'39.4'',50°50'36.3''
1070 Anderlecht,147659,169859,4°20'7.8'',50°50'20.9''
1070 Anderlecht,147480,169815,4°19'58.6'',50°50'19.5''
1070 Anderlecht,147044,170478,4°19'36.3'',50°50'40.9''
1070 Anderlecht,146320,168314,4°18'59.4'',50°49'30.9''
1080 Molenbeek-Saint-Jean,147559,172632,4°20'2.6'',50°51'50.6''
1080 Molenbeek-Saint-Jean,145562,172227,4°18'20.5'',50°51'37.5''
1080 Molenbeek-Saint-Jean,147726,173084,4°20'11.1'',50°52'5.3''
1080 Molenbeek-Saint-Jean,146014,172028,4°18'43.6'',50°51'31''
1080 Molenbeek-Saint-Jean,148018,171434,4°20'26.1'',50°51'11.9''
1080 Molenbeek-Saint-Jean,147694,172329,4°20'9.5'',50°51'40.8''
1080 Molenbeek-Saint-Jean,146052,172079,4°18'45.5'',50°51'32.7''
1080 Molenbeek-Saint-Jean,147377,171830,4°19'53.3'',50°51'24.7''
1080 Molenbeek-Saint-Jean,145602,171134,4°18'22.6'',50°51'2.1''
1080 Molenbeek-Saint-Jean,146749,171471,4°19'21.2'',50°51'13''
1080 Molenbeek-Saint-Jean,147508,171840,4°19'60'',50°51'25''
1080 Molenbeek-Saint-Jean,145626,171556,4°18'23.8'',50°51'15.8''
1080 Molenbeek-Saint-Jean,147978,171593,4°20'24'',50°51'17''
1080 Molenbeek-Saint-Jean,146615,171003,4°19'14.4'',50°50'57.9''
1080 Molenbeek-Saint-Jean,147109,170869,4°19'39.6'',50°50'53.6''
1080 Molenbeek-Saint-Jean,147435,171880,4°19'56.3'',50°51'26.3''
1080 Molenbeek-Saint-Jean,147106,171191,4°19'39.5'',50°51'4''
1080 Molenbeek-Saint-Jean,147447,170794,4°19'56.9'',50°50'51.1''
1080 Molenbeek-Saint-Jean,147958,171964,4°20'23'',50°51'29''
1080 Molenbeek-Saint-Jean,146917,172346,4°19'29.8'',50°51'41.4''
1080 Molenbeek-Saint-Jean,147488,171299,4°19'59'',50°51'7.5''
1080 Molenbeek-Saint-Jean,145749,172645,4°18'30'',50°51'51''
1080 Molenbeek-Saint-Jean,145963,171687,4°18'41'',50°51'20''
1080 Molenbeek-Saint-Jean,147262,171818,4°19'47.4'',50°51'24.3''
1080 Molenbeek-Saint-Jean,147643,171695,4°20'6.9'',50°51'20.3''
1080 Molenbeek-Saint-Jean,146944,171938,4°19'31.2'',50°51'28.2''
1080 Molenbeek-Saint-Jean,148013,172247,4°20'25.8'',50°51'38.2''
1080 Molenbeek-Saint-Jean,146676,171571,4°19'17.5'',50°51'16.3''
1080 Molenbeek-Saint-Jean,146764,171569,4°19'22'',50°51'16.2''
1080 Molenbeek-Saint-Jean,148115,171592,4°20'31'',50°51'17''
1080 Molenbeek-Saint-Jean,147752,172989,4°20'12.4'',50°52'2.2''
1080 Molenbeek-Saint-Jean,147266,171402,4°19'47.6'',50°51'10.8''
1080 Molenbeek-Saint-Jean,148165,172087,4°20'33.6'',50°51'33''
1080 Molenbeek-Saint-Jean,147533,171509,4°20'1.3'',50°51'14.3''
1080 Molenbeek-Saint-Jean,147788,172792,4°20'14.3'',50°51'55.8''
1080 Molenbeek-Saint-Jean,145909,171530,4°18'38.2'',50°51'14.9''
1080 Molenbeek-Saint-Jean,147861,171404,4°20'18'',50°51'10.9''
1080 Molenbeek-Saint-Jean,145357,170981,4°18'10.1'',50°50'57.1''
1080 Molenbeek-Saint-Jean,148125,172665,4°20'31.5'',50°51'51.7''
1080 Molenbeek-Saint-Jean,147672,171483,4°20'8.4'',50°51'13.4''
1080 Molenbeek-Saint-Jean,145647,171146,4°18'24.9'',50°51'2.5''
1080 Molenbeek-Saint-Jean,147044,172176,4°19'36.3'',50°51'35.9''
1080 Molenbeek-Saint-Jean,147833,172338,4°20'16.6'',50°51'41.1''
1080 Molenbeek-Saint-Jean,148493,172823,4°20'50.3'',50°51'56.8''
1080 Molenbeek-Saint-Jean,145486,172144,4°18'16.6'',50°51'34.8''
1080 Molenbeek-Saint-Jean,146487,171913,4°19'7.8'',50°51'27.3''
1080 Molenbeek-Saint-Jean,148102,172204,4°20'30.4'',50°51'36.8''
1080 Molenbeek-Saint-Jean,148109,172293,4°20'30.7'',50°51'39.7''
1080 Molenbeek-Saint-Jean,146542,171707,4°19'10.6'',50°51'20.7''
1080 Molenbeek-Saint-Jean,147932,171850,4°20'21.7'',50°51'25.3''
1080 Sint-Jans-Molenbeek,146319,170873,4°18'59.2'',50°50'53.7''
1081 Koekelberg,146351,172968,4°19'0.8'',50°52'1.5''
1081 Koekelberg,146459,172736,4°19'6.3'',50°51'54''
1081 Koekelberg,147164,172626,4°19'42.4'',50°51'50.4''
1081 Koekelberg,146828,172408,4°19'25.2'',50°51'43.4''
1081 Koekelberg,146645,172529,4°19'15.8'',50°51'47.3''
1081 Koekelberg,147481,172337,4°19'58.6'',50°51'41.1''
1081 Koekelberg,147391,172211,4°19'54'',50°51'37''
1081 Koekelberg,147292,172763,4°19'48.9'',50°51'54.9''
1081 Koekelberg,147719,172140,4°20'10.8'',50°51'34.7''
1082 Berchem-Sainte-Agathe,145606,172974,4°18'22.7'',50°52'1.7''
1082 Berchem-Sainte-Agathe,144780,172903,4°17'40.5'',50°51'59.3''
1082 Berchem-Sainte-Agathe,144863,172251,4°17'44.7'',50°51'38.2''
1082 Berchem-Sainte-Agathe,144945,172624,4°17'48.9'',50°51'50.3''
1082 Berchem-Sainte-Agathe,144850,173542,4°17'44'',50°52'20''
1082 Berchem-Sainte-Agathe,144410,173664,4°17'21.5'',50°52'23.9''
1082 Berchem-Sainte-Agathe,144149,172914,4°17'8.2'',50°51'59.7''
1082 Berchem-Sainte-Agathe,145834,173186,4°18'34.3'',50°52'8.5''
1082 Berchem-Sainte-Agathe,144855,172161,4°17'44.3'',50°51'35.3''
1082 Berchem-Sainte-Agathe,144097,172721,4°17'5.5'',50°51'53.4''
1083 Ganshoren,146099,173832,4°18'47.9'',50°52'29.4''
1083 Ganshoren,145262,173484,4°18'5.1'',50°52'18.1''
1083 Ganshoren,145292,174083,4°18'6.6'',50°52'37.5''
1083 Ganshoren,145080,173685,4°17'55.8'',50°52'24.6''
1083 Ganshoren,145667,173303,4°18'25.8'',50°52'12.3''
1083 Ganshoren,146590,173633,4°19'13'',50°52'23''
1083 Ganshoren,146694,173765,4°19'18.3'',50°52'27.3''
1083 Ganshoren,145962,173644,4°18'40.9'',50°52'23.3''
1083 Ganshoren,146580,173220,4°19'12.5'',50°52'9.6''
1083 Ganshoren,145926,173183,4°18'39.1'',50°52'8.4''
1083 Ganshoren,146391,173954,4°19'2.8'',50°52'33.4''
1083 Ganshoren,145155,173509,4°17'59.6'',50°52'19''
1083 Ganshoren,145238,173446,4°18'3.9'',50°52'16.9''
1090 Jette,146998,173538,4°19'33.9'',50°52'19.9''
1090 Jette,145691,175622,4°18'26.9'',50°53'27.3''
1090 Jette,147528,174939,4°20'0.9'',50°53'5.3''
1090 Jette,147596,173541,4°20'4.4'',50°52'20''
1090 Jette,145592,174854,4°18'21.9'',50°53'2.5''
1090 Jette,146717,174087,4°19'19.5'',50°52'37.7''
1090 Jette,147819,173538,4°20'15.9'',50°52'19.9''
1090 Jette,147236,174251,4°19'46'',50°52'43''
1090 Jette,146843,173419,4°19'25.9'',50°52'16.1''
1090 Jette,147002,173405,4°19'34.1'',50°52'15.6''
1090 Jette,147610,173649,4°20'5.2'',50°52'23.5''
1090 Jette,147586,174794,4°20'3.9'',50°53'0.6''
1090 Jette,147587,173262,4°20'4'',50°52'11''
1090 Jette,147526,173971,4°20'0.9'',50°52'34''
1090 Jette,147362,174103,4°19'52.5'',50°52'38.2''
1090 Jette,147157,173229,4°19'42'',50°52'9.9''
1090 Jette,146285,175062,4°18'57.3'',50°53'9.2''
1090 Jette,147428,173206,4°19'55.9'',50°52'9.2''
1090 Jette,147685,173076,4°20'9'',50°52'5''
1090 Jette,147476,173993,4°19'58.3'',50°52'34.7''
1120 Bruxelles,151224,175409,4°23'10'',50°53'20.5''
1120 Bruxelles,151378,175611,4°23'17.9'',50°53'27''
1120 Bruxelles,151859,177772,4°23'42.6'',50°54'37''
1120 Bruxelles,150243,175785,4°22'19.8'',50°53'32.7''
1120 Bruxelles,152453,176987,4°24'12.9'',50°54'11.6''
1120 Bruxelles,151910,177672,4°23'45.2'',50°54'33.7''
1120 Bruxelles,150975,175622,4°22'57.3'',50°53'27.4''
1120 Bruxelles,151364,176167,4°23'17.2'',50°53'45''
1120 Bruxelles,152915,177972,4°24'36.6'',50°54'43.4''
1120 Bruxelles,151119,176651,4°23'4.7'',50°54'0.7''
1130 Brussel,153471,174811,4°25'5'',50°53'1.1''
1130 Brussel,154006,175491,4°25'32.4'',50°53'23.1''
1130 Brussel,153732,175102,4°25'18.3'',50°53'10.5''
1130 Bruxelles,153908,176539,4°25'27.4'',50°53'57''
1130 Bruxelles,152631,175239,4°24'22'',50°53'15''
1130 Bruxelles,153537,175681,4°25'8.4'',50°53'29.3''
1130 Bruxelles,152359,176203,4°24'8.1'',50°53'46.2''
1130 Bruxelles,154365,174802,4°25'50.7'',50°53'0.8''
1130 Bruxelles,153139,174295,4°24'48'',50°52'44.4''
1130 Bruxelles,152832,175242,4°24'32.3'',50°53'15.1''
1140 Evere,153629,172484,4°25'13'',50°51'45.8''
1140 Evere,152439,172883,4°24'12.1'',50°51'58.7''
1140 Evere,152400,174423,4°24'10.2'',50°52'48.6''
1140 Evere,152221,173447,4°24'1'',50°52'17''
1140 Evere,153236,172059,4°24'52.9'',50°51'32.1''
1140 Evere,152603,174018,4°24'20.5'',50°52'35.5''
1140 Evere,153043,171748,4°24'43'',50°51'22''
1140 Evere,153291,172380,4°24'55.7'',50°51'42.5''
1140 Evere,152755,174062,4°24'28.3'',50°52'36.9''
1140 Evere,152212,173949,4°24'0.5'',50°52'33.2''
1140 Evere,152468,173814,4°24'13.6'',50°52'28.9''
1140 Evere,152575,173233,4°24'19.1'',50°52'10.1''
1140 Evere,152550,172204,4°24'17.8'',50°51'36.8''
1140 Evere,151800,174106,4°23'39.5'',50°52'38.3''
1140 Evere,153107,173754,4°24'46.3'',50°52'26.9''
1140 Evere,152548,173007,4°24'17.7'',50°52'2.8''
1140 Evere,153064,173674,4°24'44.1'',50°52'24.3''
1140 Evere,153207,171608,4°24'51.4'',50°51'17.5''
1140 Evere,151771,174374,4°23'38'',50°52'47''
1140 Evere,151923,173447,4°23'45.8'',50°52'17''
1140 Evere,152738,173231,4°24'27.4'',50°52'10''
1140 Evere,152146,172620,4°23'57.1'',50°51'50.2''
1140 Evere,153023,172459,4°24'42'',50°51'45''
1140 Evere,152402,172547,4°24'10.2'',50°51'47.9''
1140 Evere,153556,173699,4°25'9.3'',50°52'25.1''
1150 Woluwe-Saint-Pierre,153033,169267,4°24'42.4'',50°50'1.7''
1150 Woluwe-Saint-Pierre,152972,169409,4°24'39.3'',50°50'6.3''
1150 Woluwe-Saint-Pierre,156585,169261,4°27'43.9'',50°50'1.4''
1150 Woluwe-Saint-Pierre,153539,169451,4°25'8.3'',50°50'7.7''
1150 Woluwe-Saint-Pierre,152618,169685,4°24'21.2'',50°50'15.2''
1150 Woluwe-Saint-Pierre,154247,169414,4°25'44.4'',50°50'6.4''
1150 Woluwe-Saint-Pierre,153651,169493,4°25'14'',50°50'9''
1150 Woluwe-Saint-Pierre,153506,168513,4°25'6.5'',50°49'37.3''
1150 Woluwe-Saint-Pierre,156615,170102,4°27'45.5'',50°50'28.6''
1150 Woluwe-Saint-Pierre,156105,168255,4°27'19.3'',50°49'28.9''
1150 Woluwe-Saint-Pierre,152798,169688,4°24'30.4'',50°50'15.3''
1150 Woluwe-Saint-Pierre,152903,169327,4°24'35.8'',50°50'3.7''
1150 Woluwe-Saint-Pierre,152810,169523,4°24'31'',50°50'10''
1150 Woluwe-Saint-Pierre,156581,168621,4°27'43.7'',50°49'40.7''
1150 Woluwe-Saint-Pierre,153935,169683,4°25'28.5'',50°50'15.2''
1150 Woluwe-Saint-Pierre,152735,169670,4°24'27.2'',50°50'14.8''
1150 Woluwe-Saint-Pierre,156742,170114,4°27'52'',50°50'29''
1150 Woluwe-Saint-Pierre,156531,170578,4°27'41.2'',50°50'44''
1150 Woluwe-Saint-Pierre,152652,169557,4°24'22.9'',50°50'11.1''
1150 Woluwe-Saint-Pierre,153455,169486,4°25'4'',50°50'8.8''
1150 Woluwe-Saint-Pierre,155544,168811,4°26'50.7'',50°49'46.9''
1160 Auderghem,155769,167529,4°27'2.1'',50°49'5.4''
1160 Auderghem,154511,166668,4°25'57.8'',50°48'37.6''
1160 Auderghem,153430,167535,4°25'2.6'',50°49'5.7''
1160 Auderghem,153089,167718,4°24'45.2'',50°49'11.6''
1160 Auderghem,154198,166845,4°25'41.8'',50°48'43.3''
1160 Auderghem,153245,167642,4°24'53.2'',50°49'9.1''
1160 Auderghem,154589,166205,4°26'1.8'',50°48'22.6''
1160 Auderghem,152041,167213,4°23'51.7'',50°48'55.3''
1160 Auderghem,156798,165583,4°27'54.6'',50°48'2.4''
1160 Auderghem,154824,167904,4°26'13.9'',50°49'17.6''
1160 Auderghem,155199,166640,4°26'33'',50°48'36.6''
1160 Auderghem,154202,167325,4°25'42.1'',50°48'58.8''
1160 Auderghem,154598,166147,4°26'2.2'',50°48'20.7''
1160 Auderghem,152590,168436,4°24'19.7'',50°49'34.8''
1160 Auderghem,152923,167388,4°24'36.7'',50°49'0.9''
1160 Auderghem,154509,166937,4°25'57.7'',50°48'46.3''
1160 Auderghem,152817,167861,4°24'31.3'',50°49'16.2''
1160 Auderghem,153296,167310,4°24'55.8'',50°48'58.4''
1160 Auderghem,153186,167008,4°24'50.1'',50°48'48.6''
1160 Auderghem,154313,167874,4°25'47.8'',50°49'16.6''
1160 Auderghem,152657,168008,4°24'23.2'',50°49'21''
1160 Auderghem,152811,167634,4°24'31'',50°49'8.9''
1160 Auderghem,154269,167865,4°25'45.5'',50°49'16.3''
1160 Auderghem,152594,167904,4°24'19.9'',50°49'17.6''
1160 Oudergem,157793,164884,4°28'45.3'',50°47'39.7''
1170 Watermaal-Bosvoorde,155921,163721,4°27'9.7'',50°47'2.2''
1170 Watermael-Boitsfort,154071,165802,4°25'35.3'',50°48'9.6''
1170 Watermael-Boitsfort,153221,166456,4°24'51.9'',50°48'30.7''
1170 Watermael-Boitsfort,153340,165937,4°24'58'',50°48'13.9''
1170 Watermael-Boitsfort,153163,165085,4°24'48.9'',50°47'46.4''
1170 Watermael-Boitsfort,153434,166689,4°25'2.8'',50°48'38.3''
1170 Watermael-Boitsfort,152301,165154,4°24'4.9'',50°47'48.6''
1170 Watermael-Boitsfort,153459,164857,4°25'4'',50°47'39''
1170 Watermael-Boitsfort,154536,163074,4°25'58.9'',50°46'41.3''
1180 Uccle,147211,164834,4°19'45'',50°47'38.3''
1180 Uccle,150279,165728,4°22'21.6'',50°48'7.2''
1180 Uccle,148222,166689,4°20'36.6'',50°48'38.3''
1180 Uccle,149960,166108,4°22'5.4'',50°48'19.5''
1180 Uccle,147750,166000,4°20'12.5'',50°48'16''
1180 Uccle,149516,165047,4°21'42.7'',50°47'45.2''
1180 Uccle,149044,164861,4°21'18.6'',50°47'39.2''
1180 Uccle,147858,165876,4°20'18'',50°48'12''
1180 Uccle,148975,167084,4°21'15'',50°48'51.1''
1180 Uccle,147744,166343,4°20'12.2'',50°48'27.1''
1180 Uccle,146837,164312,4°19'25.9'',50°47'21.4''
1180 Uccle,148453,166688,4°20'48.4'',50°48'38.3''
1180 Uccle,148026,163390,4°20'26.6'',50°46'51.5''
1180 Uccle,148480,166950,4°20'49.8'',50°48'46.8''
1180 Uccle,149287,165845,4°21'31'',50°48'11''
1180 Uccle,146624,165197,4°19'15'',50°47'50''
1180 Uccle,149405,167297,4°21'37'',50°48'58''
1180 Uccle,150364,165011,4°22'26'',50°47'44''
1180 Uccle,149027,165735,4°21'17.7'',50°48'7.4''
1180 Uccle,149846,164845,4°21'59.5'',50°47'38.6''
1180 Uccle,149234,166707,4°21'28.3'',50°48'38.9''
1180 Uccle,147156,165118,4°19'42.2'',50°47'47.4''
1180 Uccle,147389,165178,4°19'54.1'',50°47'49.4''
1180 Uccle,149917,167149,4°22'3.2'',50°48'53.2''
1180 Uccle,147840,165629,4°20'17.1'',50°48'4''
1180 Uccle,150430,164243,4°22'29.4'',50°47'19.2''
1180 Uccle,147839,167082,4°20'17'',50°48'51''
1180 Uccle,149424,164578,4°21'38'',50°47'30''
1180 Uccle,149431,165893,4°21'38.3'',50°48'12.6''
1180 Uccle,150782,163514,4°22'47.3'',50°46'55.6''
1180 Uccle,151268,163838,4°23'12.1'',50°47'6''
1180 Uccle,147215,163946,4°19'45.2'',50°47'9.5''
1180 Uccle,149935,166687,4°22'4.1'',50°48'38.2''
1180 Uccle,148854,166942,4°21'8.9'',50°48'46.5''
1180 Uccle,148888,164747,4°21'10.6'',50°47'35.5''
1180 Uccle,147693,165163,4°20'9.6'',50°47'48.9''
1180 Uccle,150087,166519,4°22'11.8'',50°48'32.8''
1180 Uccle,150471,164253,4°22'31.4'',50°47'19.5''
1180 Uccle,150767,163542,4°22'46.6'',50°46'56.5''
1180 Uccle,150456,165390,4°22'30.7'',50°47'56.3''
1180 Uccle,148048,165692,4°20'27.7'',50°48'6''
1180 Uccle,150796,163484,4°22'48'',50°46'54.6''
1180 Uccle,149163,167018,4°21'24.6'',50°48'49''
1180 Uccle,150913,162129,4°22'54'',50°46'10.7''
1180 Uccle,149839,163973,4°21'59.2'',50°47'10.4''
