Com,X,Y,Lon,Lat
1930 Zaventem,158216,176276,4°29'7.8'',50°53'48.4''
1930 Zaventem,159751,173784,4°30'26.1'',50°52'27.6''
1930 Zaventem,157928,175245,4°28'53'',50°53'15''
1930 Zaventem,159692,174765,4°30'23.2'',50°52'59.4''
1930 Zaventem,157705,173419,4°28'41.5'',50°52'15.9''
1930 Zaventem,158871,173292,4°29'41.1'',50°52'11.8''
1930 Zaventem,159148,173594,4°29'55.3'',50°52'21.5''
1930 Zaventem,157406,174870,4°28'26.3'',50°53'2.9''
1930 Zaventem,156321,175416,4°27'30.8'',50°53'20.6''
1930 Zaventem,157277,173468,4°28'19.6'',50°52'17.5''
1930 Zaventem,157925,173305,4°28'52.7'',50°52'12.2''
1930 Zaventem,158209,173909,4°29'7.3'',50°52'31.8''
1930 Zaventem,158285,173415,4°29'11.1'',50°52'15.8''
1931 Machelen,155593,177005,4°26'53.6'',50°54'12.1''
1932 Zaventem,155839,173000,4°27'6'',50°52'2.4''
1932 Zaventem,154946,173257,4°26'20.4'',50°52'10.8''
1932 Zaventem,154592,172590,4°26'2.2'',50°51'49.2''
1932 Zaventem,156190,173419,4°27'24'',50°52'16''
1932 Zaventem,156790,173288,4°27'54.7'',50°52'11.7''
1932 Zaventem,154466,174090,4°25'55.8'',50°52'37.8''
1932 Zaventem,155581,171575,4°26'52.7'',50°51'16.3''
1932 Zaventem,155874,171315,4°27'7.7'',50°51'7.9''
1932 Zaventem,154885,172711,4°26'17.2'',50°51'53.1''
1932 Zaventem,156503,173090,4°27'40'',50°52'5.3''
1933 Zaventem,160111,172372,4°30'44.4'',50°51'41.9''
1933 Zaventem,159180,172277,4°29'56.8'',50°51'38.9''
1933 Zaventem,160209,172302,4°30'49.4'',50°51'39.6''
1933 Zaventem,159170,172210,4°29'56.3'',50°51'36.7''
1950 Kraainem,156868,170936,4°27'58.5'',50°50'55.6''
1950 Kraainem,156438,171840,4°27'36.6'',50°51'24.9''
1950 Kraainem,157621,167830,4°28'36.8'',50°49'15.1''
1950 Kraainem,155985,172378,4°27'13.4'',50°51'42.3''
1950 Kraainem,156671,170630,4°27'48.4'',50°50'45.7''
1950 Kraainem,157559,172239,4°28'33.9'',50°51'37.7''
1970 Wezembeek-Oppem,159654,170660,4°30'20.9'',50°50'46.5''
1970 Wezembeek-Oppem,158022,169670,4°28'57.4'',50°50'14.6''
1970 Wezembeek-Oppem,157695,170633,4°28'40.7'',50°50'45.8''
1970 Wezembeek-Oppem,159574,170678,4°30'16.8'',50°50'47.1''
1970 Wezembeek-Oppem,157521,171330,4°28'31.9'',50°51'8.3''
1970 Wezembeek-Oppem,158993,171589,4°29'47.2'',50°51'16.6''
1980 Zemst,156746,185980,4°27'53.3'',50°59'2.5''
1980 Zemst,156124,182836,4°27'21.2'',50°57'20.7''
1980 Zemst,156124,182836,4°27'21.2'',50°57'20.7''
1980 Zemst,155784,187046,4°27'4'',50°59'37''
1980 Zemst,157139,186761,4°28'13.5'',50°59'27.7''
1981 Zemst,160422,187257,4°31'1.8'',50°59'43.6''
1981 Zemst,158736,186781,4°29'35.3'',50°59'28.3''
1981 Zemst,158694,187571,4°29'33.3'',50°59'53.9''
1982 Zemst,157527,185295,4°28'33.2'',50°58'40.3''
1982 Zemst,159262,184518,4°30'2.1'',50°58'15''
1982 Zemst,157106,184992,4°28'11.6'',50°58'30.5''
2000 Antwerpen,152032,211448,4°23'52.1'',51°12'46.7''
2000 Antwerpen,152692,212220,4°24'26.1'',51°13'11.7''
2000 Antwerpen,151713,210697,4°23'35.7'',51°12'22.4''
2000 Antwerpen,152523,212092,4°24'17.4'',51°13'7.6''
2000 Antwerpen,152340,212878,4°24'8'',51°13'33''
2000 Antwerpen,152237,212750,4°24'2.7'',51°13'28.8''
2000 Antwerpen,151898,212084,4°23'45.2'',51°13'7.3''
2000 Antwerpen,152047,212455,4°23'52.9'',51°13'19.3''
2000 Antwerpen,152309,212536,4°24'6.4'',51°13'21.9''
2000 Antwerpen,152572,211827,4°24'19.9'',51°12'59''
2000 Antwerpen,152829,211851,4°24'33.2'',51°12'59.8''
2000 Antwerpen,152412,212354,4°24'11.7'',51°13'16''
2000 Antwerpen,152785,212814,4°24'30.9'',51°13'30.9''
2000 Antwerpen,151977,211099,4°23'49.3'',51°12'35.4''
2000 Antwerpen,152407,211352,4°24'11.4'',51°12'43.6''
2000 Antwerpen,152290,212620,4°24'5.4'',51°13'24.6''
2000 Antwerpen,152109,210821,4°23'56.1'',51°12'26.4''
2000 Antwerpen,152052,212169,4°23'53.1'',51°13'10.1''
2000 Antwerpen,152396,212975,4°24'10.9'',51°13'36.1''
2000 Antwerpen,152160,212651,4°23'58.7'',51°13'25.6''
2000 Antwerpen,152786,212029,4°24'31'',51°13'5.5''
2000 Antwerpen,153113,212238,4°24'47.8'',51°13'12.3''
2000 Antwerpen,152746,212593,4°24'28.9'',51°13'23.8''
2000 Antwerpen,151977,211987,4°23'49.3'',51°13'4.2''
2000 Antwerpen,152072,211581,4°23'54.2'',51°12'51''
2000 Antwerpen,151196,210729,4°23'9'',51°12'23.5''
2000 Antwerpen,152173,212226,4°23'59.4'',51°13'11.9''
2000 Antwerpen,152558,211720,4°24'19.2'',51°12'55.5''
2000 Antwerpen,152557,212168,4°24'19.2'',51°13'10''
2000 Antwerpen,152448,212539,4°24'13.6'',51°13'22''
2000 Antwerpen,153029,212044,4°24'43.5'',51°13'6''
2000 Antwerpen,152344,212408,4°24'8.2'',51°13'17.8''
2000 Antwerpen,152146,212322,4°23'58'',51°13'15''
2000 Antwerpen,152942,211551,4°24'39'',51°12'50''
2000 Antwerpen,152389,212099,4°24'10.5'',51°13'7.8''
2000 Antwerpen,152473,211951,4°24'14.8'',51°13'3''
2000 Antwerpen,153120,212880,4°24'48.2'',51°13'33''
2000 Antwerpen,152653,211711,4°24'24.1'',51°12'55.2''
2000 Antwerpen,153043,213084,4°24'44.2'',51°13'39.6''
2000 Antwerpen,152973,213821,4°24'40.7'',51°14'3.5''
2000 Antwerpen,152977,213563,4°24'40.8'',51°13'55.1''
2000 Antwerpen,152802,212488,4°24'31.8'',51°13'20.4''
2000 Antwerpen,152278,212366,4°24'4.8'',51°13'16.4''
2000 Antwerpen,151274,210736,4°23'13'',51°12'23.7''
2000 Antwerpen,152670,211472,4°24'25'',51°12'47.5''
2000 Antwerpen,152435,212033,4°24'12.9'',51°13'5.6''
2000 Antwerpen,152464,212079,4°24'14.4'',51°13'7.1''
2000 Antwerpen,152743,211209,4°24'28.7'',51°12'39''
2000 Antwerpen,151933,211704,4°23'47'',51°12'55''
2000 Antwerpen,152311,212356,4°24'6.5'',51°13'16.1''
2000 Antwerpen,151557,210619,4°23'27.6'',51°12'19.9''
2000 Antwerpen,152213,212515,4°24'1.4'',51°13'21.2''
2000 Antwerpen,152253,212829,4°24'3.5'',51°13'31.4''
2000 ANTWERPEN,152793,211868,4°24'31.3'',51°13'0.3''
2000 Antwerpen,152171,212555,4°23'59.3'',51°13'22.5''
2000 Antwerpen,152902,211871,4°24'36.9'',51°13'0.4''
2000 Antwerpen,152105,212517,4°23'55.9'',51°13'21.3''
2000 Antwerpen,153131,211659,4°24'48.7'',51°12'53.5''
2000 Antwerpen,151885,211186,4°23'44.5'',51°12'38.2''
2000 Antwerpen,153005,212470,4°24'42.3'',51°13'19.8''
2000 Antwerpen,152472,213039,4°24'14.8'',51°13'38.2''
2000 Antwerpen,152091,212289,4°23'55.2'',51°13'13.9''
2000 Antwerpen,152598,212035,4°24'21.3'',51°13'5.7''
2000 Antwerpen,152638,212866,4°24'23.4'',51°13'32.6''
2000 Antwerpen,151079,210058,4°23'3'',51°12'1.8''
2000 Antwerpen,152236,210972,4°24'2.6'',51°12'31.3''
2000 Antwerpen,152150,211354,4°23'58.2'',51°12'43.7''
2000 Antwerpen,153115,212551,4°24'47.9'',51°13'22.4''
2000 Antwerpen,151488,210502,4°23'24.1'',51°12'16.1''
2000 Antwerpen,151760,211648,4°23'38.1'',51°12'53.2''
2000 Antwerpen,152246,213146,4°24'3.2'',51°13'41.7''
2000 Antwerpen,152083,210896,4°23'54.7'',51°12'28.9''
2000 Antwerpen,152254,212033,4°24'3.6'',51°13'5.6''
2000 Antwerpen,152837,212690,4°24'33.6'',51°13'26.9''
2000 Antwerpen,153119,212147,4°24'48.1'',51°13'9.3''
2000 Antwerpen,152101,211666,4°23'55.7'',51°12'53.8''
2000 Antwerpen,151341,211132,4°23'16.5'',51°12'36.5''
2000 Antwerpen,152845,212229,4°24'34'',51°13'12''
2000 Antwerpen,153233,212014,4°24'54'',51°13'5''
2000 Antwerpen,152719,211401,4°24'27.5'',51°12'45.2''
2018 Antwerpen,153242,211655,4°24'54.4'',51°12'53.4''
2018 Antwerpen,153736,210587,4°25'19.9'',51°12'18.8''
2018 Antwerpen,153316,210626,4°24'58.2'',51°12'20.1''
2018 Antwerpen,152355,210238,4°24'8.7'',51°12'7.6''
2018 Antwerpen,153508,211612,4°25'8.1'',51°12'52''
2018 Antwerpen,154188,211476,4°25'43.2'',51°12'47.6''
2018 Antwerpen,153266,210994,4°24'55.7'',51°12'32''
2018 Antwerpen,153631,211424,4°25'14.5'',51°12'45.9''
2018 Antwerpen,153302,210803,4°24'57.5'',51°12'25.8''
2018 Antwerpen,152540,210085,4°24'18.2'',51°12'2.6''
2018 Antwerpen,152621,209404,4°24'22.4'',51°11'40.6''
2018 Antwerpen,153101,211027,4°24'47.2'',51°12'33.1''
2018 Antwerpen,153535,211626,4°25'9.5'',51°12'52.5''
2018 Antwerpen,153489,210902,4°25'7.1'',51°12'29''
2018 Antwerpen,153384,210674,4°25'1.7'',51°12'21.7''
2018 Antwerpen,151866,210220,4°23'43.5'',51°12'7''
2018 Antwerpen,153049,210315,4°24'44.5'',51°12'10''
2018 Antwerpen,152939,209756,4°24'38.8'',51°11'52''
2018 Antwerpen,153509,211136,4°25'8.2'',51°12'36.6''
2018 Antwerpen,152551,210390,4°24'18.8'',51°12'12.5''
2018 Antwerpen,153256,210742,4°24'55.1'',51°12'23.9''
2018 Antwerpen,154084,211174,4°25'37.8'',51°12'37.8''
2018 Antwerpen,153264,210760,4°24'55.5'',51°12'24.4''
2018 Antwerpen,152371,210195,4°24'9.5'',51°12'6.2''
2018 Antwerpen,153709,212050,4°25'18.5'',51°13'6.2''
2018 Antwerpen,153246,210849,4°24'54.6'',51°12'27.3''
2018 Antwerpen,153292,211117,4°24'57'',51°12'36''
2018 Antwerpen,152858,210748,4°24'34.6'',51°12'24.1''
2018 Antwerpen,152722,209670,4°24'27.6'',51°11'49.2''
2018 Antwerpen,154332,210788,4°25'50.6'',51°12'25.3''
2018 Antwerpen,153188,210049,4°24'51.6'',51°12'1.4''
2018 Antwerpen,153312,210808,4°24'58'',51°12'26''
2018 Antwerpen,153291,211680,4°24'57'',51°12'54.2''
2018 Antwerpen,153488,211781,4°25'7.1'',51°12'57.5''
2018 Antwerpen,153430,211451,4°25'4.1'',51°12'46.8''
2018 Antwerpen,152473,209226,4°24'14.8'',51°11'34.8''
2018 Antwerpen,153582,210038,4°25'11.9'',51°12'1.1''
2018 Antwerpen,152657,209720,4°24'24.3'',51°11'50.8''
2018 Antwerpen,151580,209814,4°23'28.8'',51°11'53.9''
2018 Antwerpen,151843,210390,4°23'42.3'',51°12'12.5''
2018 Antwerpen,153029,210940,4°24'43.4'',51°12'30.3''
2018 Antwerpen,153841,211392,4°25'25.3'',51°12'44.9''
2018 Antwerpen,153335,210560,4°24'59.2'',51°12'18''
2018 Antwerpen,152112,209406,4°23'56.2'',51°11'40.6''
2018 Antwerpen,153286,211744,4°24'56.7'',51°12'56.3''
2018 Antwerpen,154023,210746,4°25'34.6'',51°12'24''
2018 Antwerpen,152420,210699,4°24'12.1'',51°12'22.5''
2018 Antwerpen,154519,210991,4°26'0.2'',51°12'31.9''
2018 Antwerpen,153306,212019,4°24'57.8'',51°13'5.2''
2018 Antwerpen,152647,209395,4°24'23.7'',51°11'40.3''
2018 Antwerpen,153632,210809,4°25'14.5'',51°12'26''
2018 Antwerpen,154068,211860,4°25'37'',51°13'0''
2018 Antwerpen,153603,210314,4°25'13'',51°12'10''
2018 Antwerpen,153307,212007,4°24'57.8'',51°13'4.8''
2018 Antwerpen,153528,211888,4°25'9.2'',51°13'0.9''
2018 Antwerpen,153001,210777,4°24'42'',51°12'25''
2018 Antwerpen,152713,210629,4°24'27.2'',51°12'20.2''
2018 Antwerpen,152059,209808,4°23'53.5'',51°11'53.7''
2018 Antwerpen,153327,210907,4°24'58.8'',51°12'29.2''
2018 Antwerpen,154312,211037,4°25'49.5'',51°12'33.4''
2018 Antwerpen,152793,211330,4°24'31.3'',51°12'42.9''
2018 Antwerpen,153651,211804,4°25'15.5'',51°12'58.2''
2020 Antwerpen,153333,207665,4°24'59'',51°10'44.3''
2020 Antwerpen,151739,209043,4°23'37'',51°11'28.9''
2020 Antwerpen,150915,209442,4°22'54.5'',51°11'41.8''
2020 Antwerpen,150950,208274,4°22'56.3'',51°11'4''
2020 Antwerpen,150377,210346,4°22'26.8'',51°12'11.1''
2020 Antwerpen,151095,208635,4°23'3.8'',51°11'15.7''
2020 Antwerpen,151528,208314,4°23'26.1'',51°11'5.3''
2020 Antwerpen,153606,208004,4°25'13.1'',51°10'55.3''
2020 Antwerpen,152088,208985,4°23'54.9'',51°11'27''
2020 Antwerpen,150218,209776,4°22'18.6'',51°11'52.6''
2020 Antwerpen,152491,208926,4°24'15.7'',51°11'25.1''
2020 Antwerpen,150846,208811,4°22'51'',51°11'21.4''
2020 Antwerpen,150787,209216,4°22'47.9'',51°11'34.5''
2020 Antwerpen,153430,207934,4°25'4'',51°10'53''
2020 Antwerpen,151549,208228,4°23'27.2'',51°11'2.5''
2020 Antwerpen,153212,207534,4°24'52.8'',51°10'40.1''
2020 Antwerpen,151688,208116,4°23'34.3'',51°10'58.9''
2020 Antwerpen,150998,208336,4°22'58.8'',51°11'6''
2020 Antwerpen,153695,207902,4°25'17.6'',51°10'51.9''
2020 Antwerpen,151419,208648,4°23'20.5'',51°11'16.1''
2020 Antwerpen,149287,209810,4°21'30.7'',51°11'53.7''
2020 Antwerpen,151924,209029,4°23'46.5'',51°11'28.4''
2020 Antwerpen,152011,209041,4°23'51'',51°11'28.8''
2030 Antwerpen,149505,214997,4°21'41.9'',51°14'41.6''
2030 Antwerpen,153108,217890,4°24'47.7'',51°16'15.2''
2030 Antwerpen,151249,218439,4°23'11.8'',51°16'32.9''
2030 Antwerpen,151906,216053,4°23'45.7'',51°15'15.7''
2030 Antwerpen,153700,215135,4°25'18.2'',51°14'46''
2030 Antwerpen,151474,216141,4°23'23.4'',51°15'18.6''
2030 Antwerpen,150056,216437,4°22'10.3'',51°15'28.2''
2030 Antwerpen,148650,216554,4°20'57.8'',51°15'31.9''
2030 Antwerpen,153393,216667,4°25'2.4'',51°15'35.6''
2030 Antwerpen,152305,214675,4°24'6.2'',51°14'31.1''
2030 Antwerpen,153749,216863,4°25'20.8'',51°15'41.9''
2030 Antwerpen,152090,214752,4°23'55.2'',51°14'33.6''
2030 Antwerpen,150251,214965,4°22'20.4'',51°14'40.5''
2030 Antwerpen,147411,216106,4°19'53.9'',51°15'17.4''
2030 Antwerpen,148471,220502,4°20'48.5'',51°17'39.7''
2030 Antwerpen,149174,217145,4°21'24.8'',51°15'51.1''
2030 Antwerpen,150568,220402,4°22'36.7'',51°17'36.5''
2030 Antwerpen,149793,214966,4°21'56.7'',51°14'40.6''
2030 Antwerpen,151109,219284,4°23'4.6'',51°17'0.3''
2030 Antwerpen,148407,216080,4°20'45.3'',51°15'16.6''
2030 Antwerpen,153379,215956,4°25'1.6'',51°15'12.6''
2030 Antwerpen,150445,218412,4°22'30.4'',51°16'32.1''
2030 Antwerpen,153620,216103,4°25'14.1'',51°15'17.3''
2030 Antwerpen,148172,219778,4°20'33.1'',51°17'16.3''
2030 Antwerpen,150521,217270,4°22'34.3'',51°15'55.1''
2030 Antwerpen,151913,218079,4°23'46.1'',51°16'21.3''
2030 Antwerpen,147015,218376,4°19'33.4'',51°16'30.9''
2030 Antwerpen,151145,215028,4°23'6.4'',51°14'42.6''
2030 Antwerpen,147382,219039,4°19'52.3'',51°16'52.3''
2030 Antwerpen,148860,222626,4°21'8.6'',51°18'48.4''
2030 Antwerpen,150622,217380,4°22'39.5'',51°15'58.7''
2030 Antwerpen,153649,215037,4°25'15.5'',51°14'42.8''
2030 Antwerpen,150290,214664,4°22'22.4'',51°14'30.8''
2030 Antwerpen,152147,217138,4°23'58.1'',51°15'50.8''
2030 Antwerpen,147802,221968,4°20'13.9'',51°18'27.1''
2030 Antwerpen,146682,218195,4°19'16.3'',51°16'25''
2030 Antwerpen,152660,217150,4°24'24.6'',51°15'51.2''
2030 Antwerpen,148078,215483,4°20'28.3'',51°14'57.3''
2030 Antwerpen,153150,217970,4°24'49.9'',51°16'17.7''
2030 Antwerpen,149260,219212,4°21'29.2'',51°16'58''
2030 Antwerpen,153549,214621,4°25'10.4'',51°14'29.4''
2030 Antwerpen,151377,217080,4°23'18.4'',51°15'49''
2040 Antwerpen,146665,225531,4°19'15.1'',51°20'22.4''
2040 Antwerpen,146760,226050,4°19'20'',51°20'39.2''
2040 Antwerpen,145693,227804,4°18'24.8'',51°21'35.9''
2040 Antwerpen,148513,224174,4°20'50.6'',51°19'38.5''
2040 Antwerpen,147500,228400,4°19'58.2'',51°21'55.2''
2040 Antwerpen,144723,221995,4°17'35'',51°18'27.9''
2040 Antwerpen,142943,227090,4°16'2.7'',51°21'12.7''
2040 Antwerpen,145396,221228,4°18'9.8'',51°18'3.1''
2040 Antwerpen,145575,229368,4°18'18.7'',51°22'26.5''
2040 Antwerpen,146453,226506,4°19'4.1'',51°20'53.9''
2040 Antwerpen,142173,227584,4°15'22.9'',51°21'28.7''
2040 Antwerpen,144300,227500,4°17'12.8'',51°21'26''
2040 Antwerpen,146753,224875,4°19'19.7'',51°20'1.2''
2040 Antwerpen,147599,222674,4°20'3.5'',51°18'50''
2040 Antwerpen,144043,225774,4°16'59.7'',51°20'30.2''
2040 Antwerpen,147009,222274,4°19'33'',51°18'37''
2040 Antwerpen,143281,229253,4°16'20.1'',51°22'22.7''
2040 Antwerpen,142187,227601,4°15'23.6'',51°21'29.2''
2040 Antwerpen,147787,227270,4°20'13.1'',51°21'18.7''
2040 Antwerpen,145406,221660,4°18'10.3'',51°18'17.1''
2040 Antwerpen,147032,223167,4°19'34.2'',51°19'5.9''
2040 Antwerpen,146287,223611,4°18'55.7'',51°19'20.3''
2040 Antwerpen,144047,225445,4°16'59.9'',51°20'19.5''
2040 Antwerpen,145323,221286,4°18'6'',51°18'5''
2040 Antwerpen,147522,227486,4°19'59.4'',51°21'25.7''
2050 Antwerpen,151530,212988,4°23'26.3'',51°13'36.6''
2050 Antwerpen,150973,212314,4°22'57.6'',51°13'14.8''
2050 Antwerpen,151364,212307,4°23'17.7'',51°13'14.5''
2050 Antwerpen,150138,212037,4°22'14.5'',51°13'5.8''
2050 Antwerpen,151394,213964,4°23'19.3'',51°14'8.1''
2050 Antwerpen,149330,211827,4°21'32.9'',51°12'59''
2050 Antwerpen,150029,210868,4°22'8.9'',51°12'28''
2050 Antwerpen,151187,213134,4°23'8.6'',51°13'41.3''
2050 Antwerpen,149375,211790,4°21'35.2'',51°12'57.8''
2050 Antwerpen,150703,213412,4°22'43.6'',51°13'50.3''
2050 Antwerpen,150920,212051,4°22'54.8'',51°13'6.2''
2050 Antwerpen,150904,213151,4°22'54'',51°13'41.8''
2050 Antwerpen,150291,212072,4°22'22.4'',51°13'6.9''
2050 Antwerpen,150698,213155,4°22'43.4'',51°13'42''
2060 Antwerpen,153578,212123,4°25'11.8'',51°13'8.5''
2060 Antwerpen,153849,212090,4°25'25.7'',51°13'7.5''
2060 Antwerpen,153367,212268,4°25'0.9'',51°13'13.2''
2060 Antwerpen,153681,212487,4°25'17.1'',51°13'20.3''
2060 Antwerpen,154002,212481,4°25'33.6'',51°13'20.1''
2060 Antwerpen,154148,211976,4°25'41.1'',51°13'3.8''
2060 Antwerpen,153498,212787,4°25'7.7'',51°13'30''
2060 Antwerpen,154116,211993,4°25'39.5'',51°13'4.3''
2060 Antwerpen,153505,213302,4°25'8.1'',51°13'46.7''
2060 Antwerpen,154355,212693,4°25'51.8'',51°13'27''
2060 Antwerpen,154157,213074,4°25'41.6'',51°13'39.3''
2060 Antwerpen,154230,212643,4°25'45.4'',51°13'25.3''
2060 Antwerpen,153717,214270,4°25'19'',51°14'18''
2060 Antwerpen,154179,212868,4°25'42.8'',51°13'32.6''
2060 Antwerpen,153833,212368,4°25'24.9'',51°13'16.5''
2060 Antwerpen,154303,212509,4°25'49.1'',51°13'21''
2060 Antwerpen,154940,213120,4°26'22'',51°13'40.8''
2060 Antwerpen,154396,212698,4°25'53.9'',51°13'27.1''
2060 Antwerpen,154415,212158,4°25'54.9'',51°13'9.6''
2060 Antwerpen,154396,212385,4°25'53.9'',51°13'17''
2060 Antwerpen,154823,212312,4°26'15.9'',51°13'14.6''
2060 Antwerpen,154550,212680,4°26'1.9'',51°13'26.5''
2060 Antwerpen,153578,212279,4°25'11.8'',51°13'13.6''
2060 Antwerpen,154125,213498,4°25'40'',51°13'53''
2060 Antwerpen,153491,212176,4°25'7.3'',51°13'10.3''
2060 Antwerpen,153818,212928,4°25'24.2'',51°13'34.6''
2060 Antwerpen,153679,212781,4°25'17'',51°13'29.8''
2060 Antwerpen,154452,213098,4°25'56.8'',51°13'40.1''
2060 Antwerpen,154113,212372,4°25'39.3'',51°13'16.6''
2060 Antwerpen,153662,213213,4°25'16.1'',51°13'43.8''
2060 Antwerpen,154215,213598,4°25'44.7'',51°13'56.2''
2060 Antwerpen,154594,212513,4°26'4.1'',51°13'21.1''
2060 Antwerpen,153316,213102,4°24'58.3'',51°13'40.2''
2060 Antwerpen,154684,212530,4°26'8.8'',51°13'21.7''
2060 Antwerpen,153706,213312,4°25'18.4'',51°13'47''
2060 Antwerpen,153764,212742,4°25'21.4'',51°13'28.6''
2060 Antwerpen,154493,213216,4°25'59'',51°13'43.9''
2070 Zwijndrecht,146829,212539,4°19'24'',51°13'22''
2070 Zwijndrecht,146891,215374,4°19'27.1'',51°14'53.7''
2070 Zwijndrecht,145962,213790,4°18'39.3'',51°14'2.5''
2070 Zwijndrecht,147140,211874,4°19'40.1'',51°13'0.5''
2070 Zwijndrecht,146877,209544,4°19'26.6'',51°11'45.1''
2070 Zwijndrecht,148277,210319,4°20'38.7'',51°12'10.2''
2070 Zwijndrecht,145652,214003,4°18'23.3'',51°14'9.4''
2070 Zwijndrecht,147045,212109,4°19'35.2'',51°13'8.1''
2070 Zwijndrecht,146606,213548,4°19'12.5'',51°13'54.7''
2070 Zwijndrecht,147528,209434,4°20'0.1'',51°11'41.5''
2070 Zwijndrecht,148362,210142,4°20'43'',51°12'4.5''
2070 Zwijndrecht,146893,212562,4°19'27.3'',51°13'22.8''
2070 Zwijndrecht,147518,211484,4°19'59.5'',51°12'47.9''
2070 Zwijndrecht,147585,214891,4°20'2.9'',51°14'38.1''
2070 Zwijndrecht,147568,210770,4°20'2.1'',51°12'24.8''
2100 Antwerpen,157743,212807,4°28'46.4'',51°13'30.5''
2100 Antwerpen,157034,212623,4°28'9.9'',51°13'24.6''
2100 Antwerpen,158873,212429,4°29'44.6'',51°13'18.2''
2100 Antwerpen,156384,210578,4°27'36.3'',51°12'18.5''
2100 Antwerpen,155900,210769,4°27'11.3'',51°12'24.7''
2100 Antwerpen,156005,210978,4°27'16.8'',51°12'31.4''
2100 Antwerpen,157785,212006,4°28'48.5'',51°13'4.6''
2100 Antwerpen,156556,214254,4°27'45.4'',51°14'17.4''
2100 Antwerpen,155793,208707,4°27'5.7'',51°11'17.9''
2100 Antwerpen,156611,212507,4°27'48.1'',51°13'20.9''
2100 Antwerpen,155451,213944,4°26'48.4'',51°14'7.4''
2100 Antwerpen,156321,210811,4°27'33'',51°12'26''
2100 Antwerpen,157681,212600,4°28'43.2'',51°13'23.8''
2100 Antwerpen,156289,210673,4°27'31.4'',51°12'21.5''
2100 Antwerpen,157338,210409,4°28'25.4'',51°12'12.9''
2100 Antwerpen,156438,213195,4°27'39.2'',51°13'43.1''
2100 Antwerpen,155704,208699,4°27'1.1'',51°11'17.7''
2100 Antwerpen,157668,213400,4°28'42.6'',51°13'49.7''
2100 Antwerpen,156918,210266,4°28'3.7'',51°12'8.3''
2100 Antwerpen,158939,212384,4°29'48'',51°13'16.8''
2100 Antwerpen,155930,210532,4°27'12.9'',51°12'17''
2100 Antwerpen,155577,213822,4°26'54.9'',51°14'3.5''
2100 Antwerpen,156100,213438,4°27'21.8'',51°13'51''
2100 Antwerpen,156275,211511,4°27'30.7'',51°12'48.6''
2100 Antwerpen,156764,213818,4°27'56'',51°14'3.3''
2100 Antwerpen,156371,212082,4°27'35.7'',51°13'7.1''
2100 Antwerpen,156362,209634,4°27'35.1'',51°11'47.9''
2100 Antwerpen,157678,212836,4°28'43.1'',51°13'31.5''
2100 Antwerpen,155191,213428,4°26'35'',51°13'50.7''
2100 Antwerpen,157674,211148,4°28'42.7'',51°12'36.8''
2100 Antwerpen,156262,213837,4°27'30.2'',51°14'3.9''
2100 Antwerpen,155975,212719,4°27'15.3'',51°13'27.7''
2100 Antwerpen,157636,213995,4°28'41'',51°14'9''
2100 Antwerpen,156006,213169,4°27'16.9'',51°13'42.3''
2100 Antwerpen,156589,213160,4°27'47'',51°13'42''
2100 Antwerpen,157134,210735,4°28'14.9'',51°12'23.5''
2100 Antwerpen,156810,213084,4°27'58.4'',51°13'39.5''
2100 Antwerpen,155512,213564,4°26'51.5'',51°13'55.1''
2100 Antwerpen,156610,212763,4°27'48'',51°13'29.1''
2100 Antwerpen,156784,210910,4°27'56.9'',51°12'29.2''
2110 Wijnegem,159360,212514,4°30'9.7'',51°13'21''
2110 Wijnegem,159285,212475,4°30'5.9'',51°13'19.7''
2110 Wijnegem,161324,213125,4°31'51'',51°13'40.6''
2110 Wijnegem,159120,213816,4°29'57.5'',51°14'3.1''
2110 Wijnegem,159435,212996,4°30'13.6'',51°13'36.5''
2140 Antwerpen,154916,212091,4°26'20.7'',51°13'7.5''
2140 Antwerpen,155657,211554,4°26'58.9'',51°12'50.1''
2140 Antwerpen,154971,212068,4°26'23.5'',51°13'6.7''
2140 Antwerpen,155393,212403,4°26'45.3'',51°13'17.5''
2140 Antwerpen,155409,212732,4°26'46.1'',51°13'28.2''
2140 Antwerpen,154383,211791,4°25'53.2'',51°12'57.8''
2140 Antwerpen,155206,211340,4°26'35.6'',51°12'43.2''
2140 Antwerpen,155813,211259,4°27'6.9'',51°12'40.5''
2140 Antwerpen,154791,211940,4°26'14.3'',51°13'2.6''
2140 Antwerpen,155642,209605,4°26'58'',51°11'47''
2140 Antwerpen,155862,211682,4°27'9.4'',51°12'54.2''
2140 Antwerpen,155170,212403,4°26'33.8'',51°13'17.6''
2140 Antwerpen,155889,212192,4°27'10.9'',51°13'10.7''
2140 Antwerpen,155101,211552,4°26'30.2'',51°12'50''
2140 Antwerpen,154446,211517,4°25'56.5'',51°12'48.9''
2140 Antwerpen,155390,210091,4°26'45'',51°12'2.7''
2140 Antwerpen,155186,211524,4°26'34.6'',51°12'49.1''
2140 Antwerpen,154853,211231,4°26'17.4'',51°12'39.6''
2140 Antwerpen,155371,210738,4°26'44.1'',51°12'23.7''
2140 Antwerpen,154581,211847,4°26'3.4'',51°12'59.6''
2140 Antwerpen,155297,211980,4°26'40.3'',51°13'3.9''
2140 Antwerpen,154581,211444,4°26'3.4'',51°12'46.5''
2150 Borsbeek,157480,209191,4°28'32.6'',51°11'33.5''
